 L_T1, L_T2, L_T3, L_T4, L_T5, L_T6, L_T7, F_PU1, S_PU1, F_PU2, S_PU2, F_PU3, S_PU3, F_PU4, S_PU4, F_PU5, S_PU5, F_PU6, S_PU6, F_PU7, S_PU7, F_PU8, S_PU8, F_PU9, S_PU9, F_PU10, S_PU10, F_PU11, S_PU11, F_V2, S_V2, P_J280, P_J269, P_J300, P_J256, P_J289, P_J415, P_J302, P_J306, P_J307, P_J317, P_J14, P_J422, ATT_FLAG
2.7183644314306434,4.853520925997781,4.827476024247984,3.267571927256048,2.087968179343346,5.343329119981653,3.8542301672193537,93.90065125837863,1.0,93.91539886080344,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.845073231614115,0.47476024247983983,36.16042153219738,1.0,0.0,0.0,15.111147823855008,0.5252397575201602,0.0,0.0,65.1821351462875,1.0,2.98,36.2374507441379,32.73644115383709,75.5464411538371,32.73644115383709,66.14301613084739,25.184581076518754,85.07768047031915,25.132057100766737,69.14977247900926,35.0021983465627,34.1021983465627,1
5.44580817527419,2.5487962429242184,3.1973362324412196,4.134209914738922,1.7412537137466997,5.495756061919063,4.828453852819858,88.53139196379897,1.0,88.55139196379896,1.0,0.0,0.0,31.671180517154813,0.9673543224543314,0.0,0.0,0.0,0.0,47.55451828150127,1.0,38.81453637151438,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.98,39.0597937032637,22.775100991683942,87.98287437766349,22.831836423929374,84.75128773708872,31.64085921028721,86.56950126983025,31.64085921028721,56.947576552519536,43.58771480257181,24.4933485477675,1
3.4526289698735946,4.624374897963564,4.869166530618085,4.57249496113068,2.928318352773955,5.027886909620782,2.84920139455758,92.4406645966995,1.0,92.4606645966995,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.94282344504835,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.86514953349662,1.0,2.98,37.013611156460634,31.112311379986057,75.31739500003577,31.080996895049257,83.6613493488763,32.31544152089181,63.67894808553396,32.31544152089181,58.99037642373639,33.62071416910122,32.720714169101214,1
4.298250485187895,1.3369244662933157,4.137221432266046,3.1618347328260725,3.675101358526105,4.9658218204163616,2.3000529369896907,91.87665978134487,1.0,91.89665978134487,1.0,0.0,0.0,34.85930019407516,1.0,0.0,0.0,0.0,0.0,0.0,0.0,33.54032799854738,0.9353131064848684,0.0,0.0,31.1835519666139,1.0,0.0,0.0,0.0,0.0,2.98,37.312640412730296,25.217571335228467,87.56250225772663,25.31821820416362,61.04040283995211,23.424748861411373,81.99589157076954,23.304101992476227,69.37875919911939,40.87169657782242,26.607571335228467,1
1.4819244249307242,3.8775944688365955,4.57176702065117,3.11,1.4614039676281543,5.5,4.069558244837208,97.48534337748808,1.0,97.50534337748807,1.0,0.0,0.0,0.0,0.0,0.0,0.0,50.62305293506966,1.0,0.0,0.0,35.57265053097675,1.0,0.0,0.0,29.168432699162945,1.0,0.0,0.0,72.6172351933074,1.0,2.970441755162793,34.32019971981411,29.11120721227871,72.51839334809306,29.06120721227871,85.23554309730218,20.050841194791023,81.0259818880003,19.95039943962823,72.54980028018589,31.598717050046183,30.698717050046184,1
4.171370664535682,5.277258670928637,4.701589587146683,4.690194636271864,2.378045426648727,5.5,4.173154887954228,87.67726688156127,1.0,87.69726688156128,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.95412876043109,1.0,0.0,0.0,0.0,0.0,31.068215776581457,1.0,0.0,0.0,0.0,0.0,2.98,39.505360880888276,29.594574125168183,75.59049462853291,29.583819866419862,93.2488075504709,32.28145173418573,63.161532803835776,32.17094889502018,78.63845077489896,43.642652048788676,30.847842579744228,1
3.9322198175477165,4.15000865682822,4.967503787362347,3.8569488329754176,3.5869509971824725,5.457223063858299,3.571394960692016,94.12806307016339,1.0,94.14806307016339,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.305739994090146,0.6944504561307088,0.0,0.0,73.80690987724842,1.0,2.98,36.114718194392424,32.858060905956336,75.46722955647947,32.858060905956336,67.60642201328021,30.79498593265414,63.95945803085541,30.718596382479763,71.47928984611822,35.16722739227241,34.26722739227241,1
1.7471171745152874,3.4724662119113536,3.4805406094183446,3.6156193421052385,3.8215089889196494,5.388220706371178,2.7015089889196493,119.40079975761792,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.94,1.0,33.637111114963204,0.9177929362882183,0.0,0.0,0.0,0.0,0.0,0.0,62.07941349030387,1.0,2.99,22.089053933517896,28.424797271468123,68.24738747922446,28.384797271468123,85.83561934210523,24.887871031855422,81.80871923822988,24.887871031855422,54.25917792936288,30.857263483379473,29.957263483379474,1
2.3430496656089983,3.0594133822374383,4.120544386729917,3.78943449775376,1.985729368225944,5.5,3.777536952153563,119.92318185831422,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.84215643140335,1.0,0.0,0.0,34.84714587364519,1.0,0.0,0.0,30.13409620803619,1.0,0.0,0.0,62.06176996958942,1.0,2.99,21.79466171028243,28.022463047846436,71.59130542823034,27.982463047846437,85.6890434192454,18.517166989161513,80.75376847607677,18.40716698916151,67.96291747290377,30.458715687285977,29.55871568728598,1
3.6614639766941304,4.666067002913234,4.166195486763643,3.7509224314122016,3.2144378016464956,5.262804034958805,2.3936851602278546,95.87531436149459,1.0,95.89531436149458,1.0,0.0,0.0,36.019536501583424,1.0,0.0,0.0,0.0,0.0,50.3053969737809,1.0,34.567820122609426,1.0,0.0,0.0,27.922790338695947,1.0,13.239210400504582,0.5355667637744572,83.32965585459193,1.0,2.98,35.18966498543383,29.03142267055098,89.3334786295121,29.101422670550978,85.84991738771369,18.939320840025758,81.66911887473094,18.738985825459586,74.2424551067752,32.01928866472451,31.11928866472451,1
3.5982133867817963,4.632632370193274,5.179253328474382,4.104754279467063,3.91862476225183,5.5,3.7218476589604323,94.21844959738793,1.0,94.23707435963976,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.741885698667655,1.0,0.0,0.0,71.92347812716834,1.0,2.98,36.06540186554322,33.16163046820792,75.88813332118596,33.16163046820792,69.28174857351098,30.077249524503657,64.64724952450366,29.967249524503657,77.52958862452996,35.460255230459744,34.560255230459745,1
4.389917815815065,4.609939897376174,3.7985108872290674,3.0050205460462336,2.2071008876133176,5.4538570989852895,4.224245938348854,91.33828641623536,1.0,91.35487825923747,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.86932658701891,1.0,35.07095798659861,1.0,0.0,0.0,27.07009812368654,1.0,16.420280918234923,0.6591843002101534,0.0,0.0,2.98,37.59108126287601,27.63334805437407,71.11616498257582,27.589939897376173,85.19128672333834,19.998077884743285,81.882488191462,19.78260839670966,77.89908924755336,41.12216252575202,29.009939897376174,1
3.4532964935069352,4.58232090906308,4.81309454541744,4.540120064913641,2.8872656493234827,5.029889480520805,2.8515377272742732,92.40528584413244,1.0,92.42528584413243,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.36503214313654,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.16353259760005,1.0,2.98,37.032301818194185,31.059577012952115,74.97395409068181,31.02792876619865,83.7200914286103,32.337136038975395,63.544108311599075,32.337136038975395,58.7594132466004,33.57265246750067,32.67265246750066,1
1.6298879178297607,3.255066791438067,3.656465529245672,3.6443512970048433,3.4995409209660964,5.400469829386851,2.7787025940096868,119.76563795264221,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.00311530727612,1.0,36.622706894150866,1.0,0.0,0.0,5.294862534732074,0.17058191155709002,0.0,0.0,67.50160289422686,1.0,2.9882941808844294,21.878417013407613,28.437293105849136,68.58146015406919,28.397293105849137,85.72276831041245,24.154249965187553,83.20395363423253,24.135485954916273,56.72149698376881,30.903115307276124,30.003115307276126,1
2.4247136577165804,3.176086420746853,4.212119073725153,3.2302377551331376,2.805005180618271,5.152454003158853,3.050281161665148,118.79943767666971,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.42802150710742,1.0,32.76275588729708,1.0,0.0,0.0,22.70719426810604,0.9481083201714422,22.6787510185009,0.9481083201714422,65.53205494472006,1.0,2.99,22.437167660875435,28.220378335965712,71.48564395577604,28.180378335965713,86.63537315534745,15.5429709583713,81.28350219799196,15.305943878328439,80.12439497427695,30.669340502369142,29.769340502369143,1
3.3457046652582543,1.2530559567761799,4.929134198732429,3.214236010805955,2.2279541447026534,5.5,4.142983806670549,117.49238095348582,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.04795414470266,1.0,0.0,0.0,15.547994240984803,0.44524611228478816,0.0,0.0,30.86855699788738,1.0,0.0,0.0,84.4225011959278,1.0,2.99,23.19308160911586,27.019049222456957,73.62898989852117,26.979049222456958,84.27204585529735,23.704457268036258,70.0438993180471,23.588909729159106,70.69038640286783,29.57452461122848,28.674524611228478,1
2.688752656532554,2.96279943402366,4.470864633893501,3.0049114113846067,2.2136144605443553,5.242544294307696,2.6124946869348915,118.68111977360947,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.80228915459173,1.0,32.70776045278107,1.0,0.0,0.0,23.476718641656785,1.0,23.446718641656783,1.0,67.9428702936569,1.0,2.99,22.515216158473375,28.060127569857983,73.81343018046164,28.020127569857983,85.76498937386978,15.35763288292309,81.21521615847338,15.115520905562143,82.94406802975153,30.518015592497036,29.618015592497034,1
1.351783058647725,2.9991503397425574,3.28,3.82418073104896,2.8556220495398805,5.5,4.252078887764464,120.68276915570353,1.0,0.0,0.0,0.0,0.0,12.837249910850971,0.36039443882231814,0.0,0.0,50.22178305864772,1.0,0.0,0.0,34.74970417088326,1.0,0.0,0.0,29.316494665317357,1.0,0.0,0.0,59.580507920100644,1.0,2.99,21.349150339742557,27.54119140041425,77.00072679870999,27.540834788684702,84.49285289383636,18.179150339742556,80.57405916582334,18.075546395354333,70.21885451062582,30.119764953496066,29.219764953496068,1
2.2277930042833054,4.174361789442384,5.034361789442383,3.2017717820258573,2.32939938145475,5.117072091298482,3.103295883596403,95.65989474236538,1.0,95.67989474236538,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.89593100142777,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.777207422543,1.0,2.98,35.30093851983024,30.34319062596178,74.80214684849692,30.303190625961776,87.84074304136594,32.74471472753232,62.150142422820686,32.74471472753232,58.558768689299605,32.952897835091626,32.05289783509162,1
5.2751807243001325,2.057381186717613,3.793704818924967,2.910709501555262,3.654978246690313,5.46444277161255,3.5491315274542936,89.1793775116835,1.0,89.19806057729876,1.0,0.0,0.0,29.044854483110313,0.8683065615279615,0.0,0.0,0.0,0.0,48.11202643593998,1.0,0.0,0.0,0.0,0.0,33.12555722838745,1.0,0.0,0.0,0.0,0.0,2.98,38.7279451129277,22.46641230528789,84.55678382984985,22.513242961440685,83.41816264602457,31.944240294002732,62.121316934384716,31.81424029400273,71.01122992114597,43.11662817854298,24.159002667437953,1
3.4372141774458322,3.4152496210604117,3.508357467662504,3.7463929112770837,2.061398624261318,5.178357467662504,3.366659671290197,91.50360708872292,1.0,91.52360708872293,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.8831631106369,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.2833746066152,1.0,2.98,37.50936737787262,29.669744665955353,67.31907963173009,29.6274028214872,85.21341844468155,32.88234184446816,60.340954646175305,32.88234184446816,54.026804477265216,32.30208651042351,31.40208651042351,1
4.5,2.666605288232816,3.1516973558835923,3.216769879344403,3.441552308961971,5.5,3.07552720841564,69.76048658553259,1.0,69.7704865855326,1.0,0.0,0.0,33.797702912239956,1.0,0.0,0.0,0.0,0.0,47.44772245642992,1.0,40.819874497268344,1.0,0.0,0.0,33.78935706094769,1.0,0.0,0.0,0.0,0.0,2.99,48.40978808291662,22.68432774466274,86.79082707435386,22.752195248014285,84.87101532845135,39.124672352279944,90.10146589461024,38.99253985563149,75.69709906156757,57.817984768491336,24.430062751365828,1
1.235030255100713,4.220524165669078,4.850292337935252,3.408538310323739,2.982741848748243,5.3738003931582785,4.163225930359653,96.81473791716546,1.0,96.83473791716547,1.0,0.0,0.0,34.955030255100716,1.0,0.0,0.0,0.0,0.0,0.012570531215843339,0.029233793525217044,0.0,0.0,0.0,0.0,0.9088786406989975,0.029233793525217044,0.0,0.0,85.61654377836621,1.0,2.98,34.68292337935252,30.868951668661843,93.04742946878416,30.969244006597094,66.23510097837402,32.144829066582524,63.31332652461875,32.1413210113595,58.89359766818039,33.44602828930932,32.54602828930932,1
3.9850702570394607,0.7505986536102023,5.2839156915526475,3.295852166462175,2.3506475397828672,5.5,3.6017959608306067,116.41166159119076,1.0,0.0,0.0,0.0,0.0,8.810141052758778,0.2626756425986517,0.0,0.0,49.752993268051014,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.64898594859211,1.0,0.0,0.0,93.75047657284851,1.0,2.99,23.8134086658487,26.491331676860252,78.29036678096494,26.477599241120117,84.34110567931415,27.294929742960537,61.15304215422368,27.17492974296054,71.67322541003618,29.204282203177673,28.30428220317767,1
3.530186036980701,2.9915101636477246,4.921215757670541,4.3692646852873445,3.5530686947280095,5.2960392541302905,2.890254871754771,91.95294125885063,1.0,91.97022557120312,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.45393564669987,0.27156876475103986,0.0,0.0,81.37902747995287,1.0,2.98,37.27309799527967,32.456745268291286,75.59997069944833,32.456745268291286,68.01351983713424,32.08503883399211,63.748598205348756,32.055166269869495,61.63409098266831,34.805019767111204,33.905019767111206,1
3.8188224622664384,1.864822394374107,4.361420505545487,3.4691776735182254,1.7802990895318562,5.287196290235093,3.7127291071127724,91.28162617203135,1.0,91.29635514335945,1.0,0.0,0.0,34.84463554828211,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.746336662427254,1.0,0.0,0.0,0.0,0.0,2.985271028671891,37.624186913984325,25.744280337030325,88.10407467054446,25.849009308358433,61.284971939140036,41.96523508519246,60.41136438382556,41.82469302784868,74.61530900892127,52.720692959956345,27.134280337030326,1
2.5645627244597344,4.619819397098926,3.7630703405574666,3.3824239530716844,2.8740209157565118,5.163393534300358,1.4356748965302253,94.6347338699656,1.0,94.65457227309415,1.0,0.0,0.0,36.03303232849821,1.0,0.0,0.0,0.0,0.0,49.841454371843014,1.0,35.790484790614336,1.0,0.0,0.0,31.48838403128554,1.0,0.0,0.0,89.82225280756582,1.0,2.98,35.84924903373166,29.02127376894194,89.31084599641649,29.091112172070492,86.72836502525591,22.18323193742891,82.78226235620023,22.07323193742891,67.1092110216724,32.04143536581338,31.14143536581338,1
2.070626538214441,2.9702120222553527,3.844489001464852,3.6044890014648523,2.294267450657883,5.5,3.854064956954147,120.32544032445003,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.99558167262027,1.0,0.0,0.0,34.686693400878916,1.0,0.0,0.0,29.97172873792147,1.0,0.0,0.0,60.7762082108347,1.0,2.99,21.559039148463206,27.89214325388056,70.6827086465615,27.85214325388056,85.25635908755656,18.320141348170235,80.82834193616364,18.210141348170236,68.28260938682153,30.322143253880558,29.42214325388056,1
4.077559831628007,3.9666316295816166,3.2694203934353223,3.078261180305967,2.507433931800193,5.20941623572079,2.7092944936075076,95.34336837041839,1.0,95.36336837041839,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.99779084271097,1.0,35.99372528132916,1.0,0.0,0.0,31.50849219138893,1.0,0.0,0.0,85.9809282020464,1.0,2.98,35.47314151704995,29.698840786870644,67.90871488704283,29.658840786870645,85.01918938235235,21.860117584398747,82.08720292071723,21.74011758439875,66.71708117860395,32.26884078687065,31.368840786870646,1
4.728134388751076,3.8884668376526514,3.9304664028122316,4.1263680249976105,3.510618797031534,5.259300395781653,3.0248787892197804,88.54115678687626,1.0,88.55224198672002,1.0,0.0,0.0,3.6299934773937004,0.10851998437649324,0.0,0.0,0.0,0.0,49.33528282515385,1.0,0.0,0.0,0.0,0.0,33.330699604218346,1.0,0.0,0.0,0.0,0.0,2.98,39.06225120687434,26.59965128499188,73.69183577658386,26.570503283429524,85.19606323655901,32.14178480406211,62.12891480015624,32.01178480406211,70.44138998828237,43.44333640671811,28.018718479367415,1
2.5434468184932073,4.627780015207764,3.758042908143687,3.3807010478291266,2.8765239711805792,5.159591055433009,1.4220155125087397,94.68459608965048,1.0,94.70459608965048,1.0,0.0,0.0,36.05186946087767,1.0,0.0,0.0,0.0,0.0,49.84236603642331,1.0,35.79146051631068,1.0,0.0,0.0,31.489766317390288,1.0,0.0,0.0,89.75022361417476,1.0,2.98,35.82286261196894,29.027780015207767,89.28445003801941,29.097780015207768,86.73316478366601,22.17903605923495,82.77643634020194,22.06900684890874,67.09982473804271,32.047896856512615,31.147896856512617,1
2.665333200086969,3.3701170175057156,3.97136850520823,3.0307368105469137,2.8960234035011427,5.5,4.725625743851258,92.52323978595194,1.0,92.54323978595194,1.0,0.0,0.0,34.77665509816246,1.0,0.0,0.0,47.101754263238,1.0,0.0,0.0,1.422030907991247,0.03976596498856955,0.0,0.0,32.01518147706863,1.0,0.0,0.0,0.0,0.0,2.98,36.97357893684897,23.3105146771556,85.79328639308468,23.3805146771556,86.15774296122652,28.873509525823724,63.472360155963614,28.753907185473615,71.96500595081005,40.353181277199084,25.070117017505716,1
2.8542084620886636,1.7230993528092293,4.476493479483649,3.1571042310443316,2.1916286708284876,5.5,4.567058636038517,119.12020358385357,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.90076874040843,1.0,0.0,0.0,34.947714982605014,1.0,0.0,0.0,29.74330293666279,1.0,0.0,0.0,75.47520517752616,1.0,2.99,22.257918566458574,27.062692185102108,72.8666514683314,27.02269218510211,84.60135828813881,19.151470681980744,81.20791856645857,19.04542996521003,69.87135828813881,29.566651468331393,28.666651468331395,1
2.5096236362368263,4.889088512702191,4.217785950586146,3.371099669179396,3.244428098827708,5.069073801647129,2.496309917643577,91.86131727317111,1.0,91.8813172731711,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.98483388470101,1.0,36.44246107551569,1.0,0.0,0.0,29.117829485635262,0.907380164712847,0.0,0.0,0.0,0.0,2.98,37.32202586753227,27.983531322584962,70.85768603503494,27.94353132258496,87.22034694165305,24.49538678112493,83.91084099385672,24.37742735971226,65.56097891890467,42.06762719081469,29.344457520937834,1
1.6471416510048191,3.720959392106429,5.128343001879422,3.3827423264421204,2.573667756079258,5.277771332080386,3.5253488030070748,97.36483514448457,1.0,97.38483514448457,1.0,0.0,0.0,34.55258242775772,1.0,0.0,0.0,0.0,0.0,49.96687986491254,1.0,33.308822697932634,1.0,0.0,0.0,24.371816896804983,1.0,24.331816896804984,1.0,77.98781520821173,1.0,2.9723885666040193,34.38930239398585,28.083347958710448,90.9478972682955,28.153347958710448,85.54675392869743,15.42306212381093,80.31646809379791,15.160673557206911,80.90926843151657,31.012902225126524,30.112902225126525,1
4.087088647061618,3.387717056817385,5.051982391823437,4.281945963112705,3.7180540368872954,5.5,4.034981785644634,93.86189435094062,1.0,93.88189435094063,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.412641168501906,1.0,0.0,0.0,77.57768368799194,1.0,2.98,36.257534913263726,32.4678050977002,75.13553733797895,32.4678050977002,66.636523973054,30.150446266202106,63.898573160510864,30.0357498484553,75.2931663539135,34.79598360418104,33.89598360418104,1
3.497104493590854,0.7494581228507964,5.274860409502654,3.6137931400444256,2.7336235042214767,5.5,4.071362935293099,116.30513959049735,1.0,0.0,0.0,0.0,0.0,14.725710711194079,0.4504653016578183,0.0,0.0,49.008527519535164,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.899704334165133,1.0,0.0,0.0,95.03333368709612,1.0,2.99,23.87342089871817,26.25430204751327,81.91097527041501,26.254843924662477,85.50967721319428,27.341439510784483,62.43689125195688,27.230448816817642,74.21909173023404,29.0344881681764,28.1344881681764,1
3.649051890307028,1.9387858173806123,4.2375680230932575,2.667701059556465,3.003105586448041,5.133919455788481,3.0916241270129143,90.0174265594048,1.0,90.03742655940479,1.0,0.0,0.0,34.83783770768764,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16.960752470984996,0.47297134609551017,0.0,0.0,14.690490009726545,0.47297134609551017,0.0,0.0,0.0,0.0,2.98,38.286084155879486,25.81878581738061,88.19202925584915,25.918785817380613,62.902032867517114,29.009748373745452,71.97766735065544,28.952991812213995,63.14633217046607,42.17338249437836,27.208785817380612,1
4.3541716517259434,3.5843055148043286,4.263774803042702,3.266423621298918,2.1586755908718924,5.4196031513167595,3.681388970391343,94.21185512088974,1.0,94.22562992393243,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.53417165172594,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.39806609619129,1.0,2.98,36.079072439555134,29.69112598478649,71.51304566693946,29.65112598478649,85.9341070904627,32.344633061672425,61.31782207279409,32.344633061672425,57.19708345558701,32.3024503939146,31.402450393914595,1
3.7809540124710566,3.3453334459439446,4.031989818085994,3.536943492725217,2.461640930355124,5.490605124740187,4.20705616944295,92.79346716215336,1.0,92.80876972452344,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.60786662162242,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.30559885137177,1.0,2.98,36.830686917884066,29.566830816007485,70.87853351351032,29.521528253637392,85.65640013513273,32.481322926198104,61.5200617671477,32.481322926198104,57.18224605509531,32.18804106548786,31.288041065487857,1
3.99400620338025,2.5147020436284286,3.573658283256161,2.872335513363589,2.594905265743665,5.5,2.801126424578619,113.47797451305797,1.0,0.0,0.0,0.0,0.0,17.835728398111062,0.5525318586775422,0.0,0.0,49.19629694624002,1.0,0.0,0.0,35.728753017512496,1.0,0.0,0.0,30.761164318281153,1.0,0.0,0.0,0.0,0.0,2.99,25.488639336404894,23.909986246397434,80.23191517293961,23.919714113678413,82.81451257511576,21.86572166390073,82.55981053148733,21.751246982487505,69.24114017818118,37.93945573456196,25.483372396934573,1
3.987019938824279,3.840179303454968,3.785546483377889,3.6050825480954254,2.169031304635573,5.291313095010246,3.948852001180605,90.45189656592936,1.0,90.47189656592936,1.0,0.0,0.0,17.211797115080532,0.5257115795687395,0.0,0.0,0.0,0.0,48.50549145131427,1.0,38.550684063536934,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.98,38.05399431709435,25.350358606909936,81.56653232476829,25.36292976486681,85.50949050416332,31.441313095010244,86.8714876627105,31.441313095010244,55.98359488538492,43.41451328444043,26.909614775554683,1
3.1414523500926816,3.7257895564478893,5.148620953270285,4.36228313968224,3.7381643253338375,5.5,3.3355161869188583,92.69275809345943,1.0,92.70684941904672,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.584137140189146,1.0,0.0,0.0,76.32189217027047,1.0,2.98,36.880438302095705,32.689022603684506,75.43310476635142,32.689022603684506,66.94294899670513,30.129552534983922,63.98357055720824,30.015461209396634,74.70439218387743,35.00766188279553,34.10766188279553,1
1.6063152074551308,4.750031912580533,4.033322695806489,3.7366932604837775,2.3448508642113426,5.425921198136217,3.8988339283335263,97.66889775349459,1.0,97.68889775349459,1.0,0.0,0.0,0.0,0.0,0.0,0.0,50.513543634901346,1.0,0.0,0.0,35.174235915797574,1.0,0.0,0.0,30.230031912580532,1.0,0.0,0.0,66.56535166962438,1.0,2.97,34.22592119813621,29.787433410250806,70.84009328877272,29.747433410250803,86.13812569114702,19.842409475815405,81.50133914189053,19.732409475815405,68.97656561016164,32.24817356001783,31.34817356001783,1
4.027234315606443,2.5793538383788484,4.063142481339213,2.5681645630308494,2.90233000293687,5.5,3.76541359976505,94.50358254717175,1.0,94.52358254717174,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.751008237439045,1.0,35.6408271995301,1.0,0.0,0.0,30.818316158684283,1.0,0.0,0.0,93.7021004172688,1.0,2.98,35.920088326766546,28.748120399647576,69.27261408874013,28.708120399647576,84.551728004699,22.276284962678425,83.12879600352424,22.15774360270192,69.476133367025,31.373954959741557,30.473954959741555,1
0.7725672940045533,2.23573018584531,4.242072325469617,3.23118301770101,3.7439761042222868,5.496535220255443,4.927231447392914,96.54209685938382,1.0,96.56209685938381,1.0,0.0,0.0,32.402652264400906,0.9505031465063334,0.0,0.0,48.27346477974456,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.21975535789598,1.0,2.98,34.827911318587596,26.8330459065967,89.65080254076562,26.888591189782268,87.55215659882809,29.21781068928632,63.52802830383165,29.21781068928632,57.965722007873914,29.80176225959442,28.90176225959442,1
3.1799551172655147,3.5716658535736507,3.3166595114481257,2.711690246364132,3.7049858521815207,5.5,3.3949956092977134,96.20337561417017,1.0,96.21504244345545,1.0,0.0,0.0,35.69002927134858,1.0,0.0,0.0,0.0,0.0,50.24832829215663,1.0,35.260006829981336,1.0,0.0,0.0,30.5366682928527,1.0,0.0,0.0,92.30838000487245,1.0,2.98,35.01664390006222,27.999999024288382,88.89661365300202,28.07166585357365,84.91334243997511,21.893337561417017,83.40999219430704,21.783337561417014,70.03999902428838,31.03666634142946,30.13666634142946,1
1.354448337296924,2.3797101996395242,3.1702898003604756,2.895953215135055,3.2783833700903657,5.5,4.312486030991062,121.32237427891955,1.0,0.0,0.0,0.0,0.0,5.55940529877039,0.15607538738827598,0.0,0.0,50.401672505945385,1.0,0.0,0.0,34.27,1.0,0.0,0.0,29.461560753873883,1.0,0.0,0.0,60.89844966630784,1.0,2.99,20.974448337296923,27.132999335494546,71.48704899028687,27.110167628107256,83.71057960072095,17.863523060179745,81.07508381405363,17.75352306017974,69.45728004468423,29.630111752071503,28.7301117520715,1
1.345754598923452,4.092679764736811,4.464584032033545,3.169830684521502,1.508265048181765,5.5,4.266586534856363,97.55145275935408,1.0,97.57145275935407,1.0,0.0,0.0,0.0,0.0,0.0,0.0,50.49899874858859,1.0,0.0,0.0,35.56145275935407,1.0,0.0,0.0,29.300944812918576,1.0,0.0,0.0,70.90414716555047,1.0,2.97,34.28569816043062,29.251283443875572,72.44447115504788,29.20413252409088,85.61758778626776,19.924414716555045,80.91581103741629,19.821565636339738,72.01163671629216,31.728434363660263,30.828434363660264,1
4.046917346540648,2.7200690230137017,3.5503415083041214,2.8427411451552307,2.509709357265058,5.5,2.8674895532882707,113.54971843598732,1.0,0.0,0.0,0.0,0.0,14.940861107911658,0.46285195501585064,0.0,0.0,49.41601271021116,1.0,0.0,0.0,35.79063215103906,1.0,0.0,0.0,30.861605810382247,1.0,0.0,0.0,0.0,0.0,2.99,25.448283379757132,24.37094095121853,78.6409936819812,24.372597627169956,82.84948773754383,21.80473932941078,82.38941871453012,21.689367848960938,68.84654860206975,37.923313351902856,25.912939135474076,1
